Timestamp,MarkerID,X,Y,Z
1753076313.004003,0,-0.041716063325309936,0.27585030278481165,1.6876084638735966
1753076313.0356853,0,-0.0608405254735063,0.26570900054278734,1.702558992433249
1753076313.0657759,0,-0.06691701044018009,0.26829066045428873,1.7007242927331456
1753076313.0986493,0,-0.0522732156548553,0.26176047491953613,1.6945261921999009
1753076313.130175,0,-0.04754385118755186,0.2473467125614011,1.650285670311113
1753076313.1627724,0,-0.04169002102543702,0.23793108397448173,1.5881318890083007
1753076313.1953855,0,-0.039183744338051545,0.2325221542282508,1.537779743226979
1753076313.228595,0,-0.04668080497857787,0.23424087866757679,1.5489012611898283
1753076313.2746317,0,-0.049241035749639964,0.22760947201673193,1.5480386089075455
1753076313.307963,0,-0.04891790834266498,0.21944091792989828,1.53675651124067
1753076313.339342,0,-0.05062348355548476,0.21654482607997336,1.5398484653629496
1753076313.3710158,0,-0.05079636665911398,0.212134320777439,1.5554218840627352
1753076313.4037702,0,-0.05296107726983804,0.20625945996376352,1.571123375901875
1753076313.4355676,0,-0.058441405785758196,0.1867330855679251,1.5825381584632479
1753076313.465916,0,-0.0588457091001599,0.17188402470370648,1.5547236607150352
1753076313.4986422,0,-0.0612897589376829,0.16513396840917854,1.558096087456803
1753076313.5291457,0,-0.06376975129784965,0.1545765962386267,1.5515771560597427
1753076313.5610652,0,-0.06624284716999095,0.14635145800067842,1.550707377269779
1753076313.59523,0,-0.06675250949916123,0.13796041416457033,1.5479489436440852
1753076313.6268873,0,-0.06863914393341336,0.13151497663891407,1.5556064603839825
1753076313.674635,0,-0.06873280239941819,0.12322009518152545,1.5567040110806787
1753076313.706984,0,-0.06725038575857638,0.11935484496232018,1.567438986858
1753076313.7367537,0,-0.06746875751552697,0.11587242632143141,1.5770211039044952
1753076313.7716186,0,-0.06664547532955702,0.1104024048000651,1.5934273361060352
1753076313.8016317,0,-0.06634761586681433,0.10597155507457152,1.6208343220827488
1753076313.834444,0,-0.06583929373431958,0.10116309042345056,1.6353392632666237
1753076313.8675485,0,-0.06604782845437927,0.09816845386286835,1.6355320817626635
1753076313.899676,0,-0.06461928335300039,0.09636972209003067,1.641653581656346
1753076313.9309542,0,-0.06461928335300039,0.09636972209003067,1.641653581656346
1753076313.9612792,0,-0.06438792445141704,0.09663146409595116,1.646555539524472
1753076313.9937644,0,-0.06274773283312099,0.09577243655311628,1.6430272172010547
1753076314.0256457,0,-0.061791001729811564,0.09718371107956253,1.6541935565405392
1753076314.0746374,0,-0.06341553348306925,0.09878839785379377,1.6679631068465914
