Time,ObjectX,ObjectY,ObjectZ,CameraX,CameraY,CameraZ,Distance,DeltaDistance,InitialDistance
15.50,0.0000,1.5000,1.5000,0.6086,1.1578,0.4190,1.2868,-0.2282,1.5151
15.64,0.0000,1.5000,1.5000,0.6090,1.1458,0.4253,1.2850,-0.2301,1.5151
15.77,0.0000,1.5000,1.5000,0.6095,1.1634,0.4148,1.2894,-0.2257,1.5151
15.87,0.0000,1.5000,1.5000,0.5959,1.1836,0.4069,1.2846,-0.2305,1.5151
15.97,0.0000,1.5000,1.5000,0.5994,1.1790,0.4072,1.2871,-0.2280,1.5151
16.07,0.0000,1.5000,1.5000,0.6019,1.1797,0.4067,1.2885,-0.2266,1.5151
16.20,0.0000,1.5000,1.5000,0.6011,1.1790,0.4070,1.2880,-0.2271,1.5151
16.30,0.0000,1.5000,1.5000,0.6009,1.1791,0.4070,1.2879,-0.2272,1.5151
16.44,0.0000,1.5000,1.5000,0.6007,1.1793,0.4071,1.2876,-0.2274,1.5151
16.57,0.0000,1.5000,1.5000,0.6004,1.1784,0.4080,1.2871,-0.2280,1.5151
16.67,0.0000,1.5000,1.5000,0.5998,1.1786,0.4081,1.2866,-0.2285,1.5151
16.80,0.0000,1.5000,1.5000,0.5982,1.1783,0.4088,1.2853,-0.2298,1.5151
16.93,0.0000,1.5000,1.5000,0.6005,1.1737,0.4119,1.2849,-0.2301,1.5151
17.03,0.0000,1.5000,1.5000,0.5985,1.1773,0.4102,1.2845,-0.2306,1.5151
17.13,0.0000,1.5000,1.5000,0.5992,1.1753,0.4112,1.2845,-0.2305,1.5151
17.23,0.0000,1.5000,1.5000,0.5985,1.1766,0.4104,1.2846,-0.2305,1.5151
17.37,0.0000,1.5000,1.5000,0.5990,1.1760,0.4106,1.2848,-0.2303,1.5151
17.50,0.0000,1.5000,1.5000,0.5983,1.1775,0.4096,1.2849,-0.2302,1.5151
17.60,0.0000,1.5000,1.5000,0.5983,1.1773,0.4097,1.2849,-0.2302,1.5151
17.70,0.0000,1.5000,1.5000,0.5987,1.1772,0.4096,1.2851,-0.2300,1.5151
17.80,0.0000,1.5000,1.5000,0.5988,1.1770,0.4096,1.2852,-0.2298,1.5151
17.93,0.0000,1.5000,1.5000,0.5977,1.1789,0.4086,1.2851,-0.2300,1.5151
18.07,0.0000,1.5000,1.5000,0.5981,1.1785,0.4089,1.2851,-0.2300,1.5151
18.20,0.0000,1.5000,1.5000,0.5982,1.1778,0.4093,1.2851,-0.2300,1.5151
18.30,0.0000,1.5000,1.5000,0.5988,1.1765,0.4102,1.2849,-0.2302,1.5151
18.43,0.0000,1.5000,1.5000,0.5987,1.1760,0.4106,1.2846,-0.2304,1.5151
18.57,0.0000,1.5000,1.5000,0.5986,1.1764,0.4103,1.2847,-0.2304,1.5151
18.70,0.0000,1.5000,1.5000,0.5989,1.1756,0.4108,1.2846,-0.2305,1.5151
18.83,0.0000,1.5000,1.5000,0.5994,1.1743,0.4118,1.2843,-0.2307,1.5151
18.97,0.0000,1.5000,1.5000,0.5990,1.1750,0.4116,1.2842,-0.2309,1.5151
19.07,0.0000,1.5000,1.5000,0.5990,1.1741,0.4123,1.2837,-0.2313,1.5151
19.17,0.0000,1.5000,1.5000,0.5995,1.1739,0.4120,1.2843,-0.2308,1.5151
19.30,0.0000,1.5000,1.5000,0.5995,1.1734,0.4124,1.2841,-0.2310,1.5151
19.40,0.0000,1.5000,1.5000,0.5994,1.1738,0.4121,1.2842,-0.2308,1.5151
19.50,0.0000,1.5000,1.5000,0.5996,1.1737,0.4122,1.2843,-0.2308,1.5151
19.63,0.0000,1.5000,1.5000,0.5996,1.1733,0.4124,1.2842,-0.2309,1.5151
19.73,0.0000,1.5000,1.5000,0.5996,1.1734,0.4124,1.2841,-0.2309,1.5151
19.84,0.0000,1.5000,1.5000,0.5997,1.1733,0.4124,1.2842,-0.2309,1.5151
19.97,0.0000,1.5000,1.5000,0.6002,1.1728,0.4127,1.2843,-0.2307,1.5151
20.10,0.0000,1.5000,1.5000,0.5995,1.1736,0.4123,1.2842,-0.2309,1.5151
20.23,0.0000,1.5000,1.5000,0.5998,1.1731,0.4125,1.2842,-0.2309,1.5151
20.37,0.0000,1.5000,1.5000,0.5997,1.1734,0.4124,1.2843,-0.2308,1.5151
20.50,0.0000,1.5000,1.5000,0.5997,1.1734,0.4124,1.2842,-0.2308,1.5151
20.60,0.0000,1.5000,1.5000,0.5996,1.1736,0.4123,1.2842,-0.2309,1.5151
20.70,0.0000,1.5000,1.5000,0.5995,1.1732,0.4126,1.2840,-0.2310,1.5151
20.83,0.0000,1.5000,1.5000,0.5995,1.1731,0.4126,1.2840,-0.2311,1.5151
20.94,0.0000,1.5000,1.5000,0.5995,1.1730,0.4127,1.2840,-0.2311,1.5151
21.07,0.0000,1.5000,1.5000,0.5996,1.1731,0.4126,1.2840,-0.2310,1.5151
21.20,0.0000,1.5000,1.5000,0.5996,1.1731,0.4127,1.2840,-0.2311,1.5151
21.30,0.0000,1.5000,1.5000,0.5996,1.1730,0.4127,1.2840,-0.2311,1.5151
21.43,0.0000,1.5000,1.5000,0.5994,1.1734,0.4125,1.2840,-0.2310,1.5151
21.57,0.0000,1.5000,1.5000,0.5994,1.1732,0.4126,1.2840,-0.2311,1.5151
21.70,0.0000,1.5000,1.5000,0.5991,1.1737,0.4123,1.2839,-0.2312,1.5151
21.83,0.0000,1.5000,1.5000,0.5991,1.1741,0.4121,1.2840,-0.2310,1.5151
21.97,0.0000,1.5000,1.5000,0.5989,1.1747,0.4117,1.2841,-0.2309,1.5151
22.10,0.0000,1.5000,1.5000,0.5989,1.1747,0.4116,1.2841,-0.2309,1.5151
22.24,0.0000,1.5000,1.5000,0.5989,1.1748,0.4116,1.2841,-0.2309,1.5151
22.37,0.0000,1.5000,1.5000,0.5988,1.1748,0.4116,1.2841,-0.2309,1.5151
22.47,0.0000,1.5000,1.5000,0.5989,1.1747,0.4116,1.2841,-0.2309,1.5151
22.60,0.0000,1.5000,1.5000,0.5988,1.1750,0.4114,1.2842,-0.2309,1.5151
22.70,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2842,-0.2309,1.5151
22.83,0.0000,1.5000,1.5000,0.5988,1.1750,0.4115,1.2842,-0.2309,1.5151
22.94,0.0000,1.5000,1.5000,0.5988,1.1750,0.4115,1.2842,-0.2309,1.5151
23.07,0.0000,1.5000,1.5000,0.5988,1.1750,0.4115,1.2842,-0.2309,1.5151
23.20,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2841,-0.2309,1.5151
23.30,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2842,-0.2309,1.5151
23.44,0.0000,1.5000,1.5000,0.5987,1.1750,0.4115,1.2842,-0.2309,1.5151
23.54,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2842,-0.2309,1.5151
23.67,0.0000,1.5000,1.5000,0.5987,1.1750,0.4115,1.2842,-0.2309,1.5151
23.80,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2842,-0.2309,1.5151
23.90,0.0000,1.5000,1.5000,0.5987,1.1750,0.4115,1.2842,-0.2309,1.5151
24.03,0.0000,1.5000,1.5000,0.5987,1.1751,0.4114,1.2842,-0.2309,1.5151
24.14,0.0000,1.5000,1.5000,0.5987,1.1750,0.4114,1.2842,-0.2309,1.5151
24.27,0.0000,1.5000,1.5000,0.5988,1.1749,0.4115,1.2842,-0.2309,1.5151
24.37,0.0000,1.5000,1.5000,0.5988,1.1747,0.4116,1.2841,-0.2310,1.5151
24.50,0.0000,1.5000,1.5000,0.5989,1.1746,0.4117,1.2841,-0.2310,1.5151
24.63,0.0000,1.5000,1.5000,0.5989,1.1745,0.4118,1.2841,-0.2310,1.5151
24.74,0.0000,1.5000,1.5000,0.5990,1.1745,0.4118,1.2841,-0.2310,1.5151
24.87,0.0000,1.5000,1.5000,0.5991,1.1739,0.4122,1.2840,-0.2311,1.5151
24.97,0.0000,1.5000,1.5000,0.5991,1.1740,0.4121,1.2840,-0.2311,1.5151
25.10,0.0000,1.5000,1.5000,0.5991,1.1737,0.4124,1.2839,-0.2312,1.5151
25.20,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2840,-0.2311,1.5151
25.34,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2839,-0.2311,1.5151
25.47,0.0000,1.5000,1.5000,0.5992,1.1737,0.4123,1.2839,-0.2311,1.5151
25.57,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2839,-0.2311,1.5151
25.70,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
25.80,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2839,-0.2312,1.5151
25.94,0.0000,1.5000,1.5000,0.5992,1.1737,0.4124,1.2839,-0.2311,1.5151
26.04,0.0000,1.5000,1.5000,0.5991,1.1737,0.4123,1.2839,-0.2311,1.5151
26.17,0.0000,1.5000,1.5000,0.5992,1.1735,0.4124,1.2839,-0.2312,1.5151
26.30,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
26.40,0.0000,1.5000,1.5000,0.5992,1.1734,0.4125,1.2839,-0.2312,1.5151
26.54,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2839,-0.2312,1.5151
26.67,0.0000,1.5000,1.5000,0.5992,1.1735,0.4125,1.2839,-0.2312,1.5151
26.80,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
26.94,0.0000,1.5000,1.5000,0.5992,1.1733,0.4126,1.2838,-0.2312,1.5151
27.04,0.0000,1.5000,1.5000,0.5992,1.1734,0.4126,1.2838,-0.2313,1.5151
27.17,0.0000,1.5000,1.5000,0.5991,1.1734,0.4125,1.2838,-0.2313,1.5151
27.27,0.0000,1.5000,1.5000,0.5991,1.1737,0.4124,1.2839,-0.2312,1.5151
27.40,0.0000,1.5000,1.5000,0.5992,1.1736,0.4124,1.2839,-0.2312,1.5151
27.53,0.0000,1.5000,1.5000,0.5991,1.1735,0.4125,1.2838,-0.2312,1.5151
27.64,0.0000,1.5000,1.5000,0.5992,1.1735,0.4125,1.2839,-0.2312,1.5151
27.77,0.0000,1.5000,1.5000,0.5991,1.1737,0.4123,1.2839,-0.2312,1.5151
27.87,0.0000,1.5000,1.5000,0.5991,1.1735,0.4124,1.2839,-0.2312,1.5151
27.97,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.10,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.20,0.0000,1.5000,1.5000,0.5991,1.1737,0.4124,1.2839,-0.2312,1.5151
28.34,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2838,-0.2312,1.5151
28.44,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.57,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.70,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.80,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
28.93,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
29.03,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
29.13,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2838,-0.2312,1.5151
29.23,0.0000,1.5000,1.5000,0.5991,1.1735,0.4125,1.2838,-0.2312,1.5151
29.34,0.0000,1.5000,1.5000,0.5991,1.1737,0.4124,1.2839,-0.2312,1.5151
29.47,0.0000,1.5000,1.5000,0.5991,1.1738,0.4124,1.2839,-0.2312,1.5151
29.60,0.0000,1.5000,1.5000,0.5991,1.1735,0.4125,1.2838,-0.2313,1.5151
29.73,0.0000,1.5000,1.5000,0.5991,1.1736,0.4125,1.2838,-0.2313,1.5151
29.83,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
29.97,0.0000,1.5000,1.5000,0.5991,1.1736,0.4125,1.2838,-0.2312,1.5151
30.07,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
30.20,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
30.30,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2838,-0.2312,1.5151
30.44,0.0000,1.5000,1.5000,0.5991,1.1735,0.4125,1.2838,-0.2313,1.5151
30.57,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2838,-0.2312,1.5151
30.67,0.0000,1.5000,1.5000,0.5991,1.1737,0.4124,1.2839,-0.2312,1.5151
30.80,0.0000,1.5000,1.5000,0.5991,1.1735,0.4125,1.2838,-0.2312,1.5151
30.94,0.0000,1.5000,1.5000,0.5991,1.1736,0.4124,1.2839,-0.2312,1.5151
31.07,0.0000,1.5000,1.5000,0.5991,1.1737,0.4123,1.2839,-0.2312,1.5151
31.17,0.0000,1.5000,1.5000,0.5990,1.1739,0.4122,1.2839,-0.2311,1.5151
31.30,0.0000,1.5000,1.5000,0.5995,1.1729,0.4128,1.2839,-0.2312,1.5151
31.44,0.0000,1.5000,1.5000,0.5992,1.1733,0.4126,1.2839,-0.2312,1.5151
31.54,0.0000,1.5000,1.5000,0.5991,1.1739,0.4122,1.2840,-0.2311,1.5151
31.64,0.0000,1.5000,1.5000,0.5989,1.1738,0.4125,1.2837,-0.2314,1.5151
31.77,0.0000,1.5000,1.5000,0.5988,1.1739,0.4124,1.2837,-0.2314,1.5151
31.90,0.0000,1.5000,1.5000,0.5996,1.1723,0.4132,1.2837,-0.2314,1.5151
32.03,0.0000,1.5000,1.5000,0.5996,1.1728,0.4128,1.2840,-0.2311,1.5151
32.14,0.0000,1.5000,1.5000,0.5991,1.1748,0.4124,1.2836,-0.2315,1.5151
32.27,0.0000,1.5000,1.5000,0.5976,1.1730,0.4144,1.2817,-0.2334,1.5151
32.40,0.0000,1.5000,1.5000,0.5922,1.1738,0.4151,1.2783,-0.2367,1.5151
32.50,0.0000,1.5000,1.5000,0.5912,1.1740,0.4149,1.2779,-0.2371,1.5151
32.64,0.0000,1.5000,1.5000,0.5914,1.1745,0.4143,1.2784,-0.2366,1.5151
32.77,0.0000,1.5000,1.5000,0.5915,1.1743,0.4141,1.2787,-0.2364,1.5151
32.90,0.0000,1.5000,1.5000,0.5923,1.1745,0.4138,1.2793,-0.2358,1.5151
33.04,0.0000,1.5000,1.5000,0.5931,1.1742,0.4140,1.2796,-0.2355,1.5151
33.17,0.0000,1.5000,1.5000,0.5945,1.1740,0.4134,1.2808,-0.2343,1.5151
33.27,0.0000,1.5000,1.5000,0.5941,1.1740,0.4123,1.2815,-0.2336,1.5151
33.40,0.0000,1.5000,1.5000,0.6028,1.1740,0.4097,1.2878,-0.2273,1.5151
33.50,0.0000,1.5000,1.5000,0.6021,1.1738,0.4082,1.2888,-0.2263,1.5151
33.64,0.0000,1.5000,1.5000,0.6081,1.1752,0.4060,1.2931,-0.2220,1.5151
33.77,0.0000,1.5000,1.5000,0.6142,1.1748,0.4035,1.2982,-0.2169,1.5151
33.87,0.0000,1.5000,1.5000,0.6141,1.1744,0.4033,1.2984,-0.2167,1.5151
34.00,0.0000,1.5000,1.5000,0.6176,1.1743,0.4018,1.3014,-0.2137,1.5151
34.10,0.0000,1.5000,1.5000,0.6173,1.1750,0.4012,1.3015,-0.2135,1.5151
34.24,0.0000,1.5000,1.5000,0.6188,1.1749,0.4006,1.3028,-0.2123,1.5151
34.37,0.0000,1.5000,1.5000,0.6189,1.1743,0.4014,1.3024,-0.2127,1.5151
34.47,0.0000,1.5000,1.5000,0.6191,1.1746,0.4017,1.3021,-0.2130,1.5151
34.60,0.0000,1.5000,1.5000,0.6151,1.1749,0.4037,1.2984,-0.2167,1.5151
34.70,0.0000,1.5000,1.5000,0.6152,1.1747,0.4040,1.2983,-0.2168,1.5151
34.83,0.0000,1.5000,1.5000,0.6104,1.1765,0.4053,1.2944,-0.2206,1.5151
34.97,0.0000,1.5000,1.5000,0.6095,1.1749,0.4067,1.2932,-0.2218,1.5151
35.07,0.0000,1.5000,1.5000,0.6083,1.1761,0.4062,1.2928,-0.2223,1.5151
35.17,0.0000,1.5000,1.5000,0.6097,1.1753,0.4061,1.2938,-0.2213,1.5151
35.30,0.0000,1.5000,1.5000,0.6093,1.1752,0.4068,1.2930,-0.2221,1.5151
35.44,0.0000,1.5000,1.5000,0.6094,1.1739,0.4073,1.2929,-0.2221,1.5151
35.54,0.0000,1.5000,1.5000,0.6092,1.1739,0.4080,1.2923,-0.2228,1.5151
35.67,0.0000,1.5000,1.5000,0.6103,1.1671,0.4127,1.2905,-0.2245,1.5151
35.80,0.0000,1.5000,1.5000,0.6089,1.1664,0.4131,1.2897,-0.2253,1.5151
35.93,0.0000,1.5000,1.5000,0.6066,1.1740,0.4086,1.2905,-0.2246,1.5151
36.04,0.0000,1.5000,1.5000,0.6056,1.1773,0.4065,1.2910,-0.2241,1.5151
36.17,0.0000,1.5000,1.5000,0.6042,1.1807,0.4041,1.2915,-0.2236,1.5151
36.27,0.0000,1.5000,1.5000,0.6029,1.1827,0.4028,1.2915,-0.2235,1.5151
36.37,0.0000,1.5000,1.5000,0.6009,1.1841,0.4028,1.2902,-0.2248,1.5151
